,user_id,name,last_role,raw_cv_text,extracted_user_skills,education,major,extracted_skills_structured,projects,experience
84,67d23f66-60a9-4f1c-8707-d08e5e84c03d,Mega Santoso,it support,curriculum vitae ringkas nama mega santoso kontak megasantosoemailcom riwayat pendidikan universitas airlangga kelulusan 2024 pengalaman profesional support pt inti analitika deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi postgresql htmlcss problem solving git berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"postgresql, html css, problem solving, git",not specified,other,"postgresql, html css, problem solving, git",not specified,not specified
85,b83a95e7-d8ea-44c7-9ce3-281156a82969,Ahmad Budiman,sales executive,curriculum vitae ringkas nama ahmad budiman kontak ahmadbudimanemailcom riwayat pendidikan universitas gadjah mada ugm kelulusan 2023 pengalaman profesional sale executive pt inovasi cloud deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi komunikasi agile microsoft office berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"komunikasi, agile, microsoft office",not specified,other,"komunikasi, agile, microsoft office",not specified,not specified
86,e837a940-5fbc-4746-9e8f-6c9f04a14307,Rizky Nasution,content creator,curriculum vitae ringkas nama rizky nasution kontak rizkynasutionemailcom riwayat pendidikan universitas airlangga kelulusan 2022 pengalaman profesional content creator pt citra data deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi uiux kreativitas figma adobe illustrator user research berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"ui ux, kreativitas, figma, adobe illustrator, user research",not specified,other,"ui ux, kreativitas, figma, adobe illustrator, user research",not specified,not specified
87,1e4efdfe-b6bc-4b16-aa46-b0327bf36480,Mega Gunawan,staf administrasi data,curriculum vitae ringkas nama mega gunawan kontak megagunawanemailcom riwayat pendidikan institut teknologi bandung itb kelulusan 2024 pengalaman profesional staf administrasi data pt lancar creative deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi excel statistika sql problem solving python berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"excel, statistika, sql, problem solving, python",not specified,other,"excel, statistika, sql, problem solving, python",not specified,not specified
88,b1d0b94d-330d-4243-9bfe-c1e6ec86ad76,Sri Wijaya,junior programmer,curriculum vitae ringkas nama sri wijaya kontak sriwijayaemailcom riwayat pendidikan universitas padjadjaran kelulusan 2026 pengalaman profesional junior programmer pt citra data deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi python htmlcss komunikasi postgresql berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"python, html css, komunikasi, postgresql",not specified,other,"python, html css, komunikasi, postgresql",not specified,pengalaman profesional junior programmer pt citra data
89,bfd99f31-5864-418a-a4ac-8c4d44ff5ad1,Jennifer Susanto,technical writer,curriculum vitae ringkas nama jennifer susanto kontak jennifersusantoemailcom riwayat pendidikan universitas telkom kelulusan 2023 pengalaman profesional technical writer pt digital data deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi git python komunikasi problem solving htmlcss berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"git, python, komunikasi, problem solving, html css",not specified,other,"git, python, komunikasi, problem solving, html css",not specified,not specified
90,382fad69-5d5c-4d2f-a329-dfe9d1355fe5,Amalia Lestari,technical writer,curriculum vitae ringkas nama amalia lestari kontak amalialestariemailcom riwayat pendidikan universitas airlangga kelulusan 2021 pengalaman profesional technical writer pt nusa software deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi komunikasi python postgresql git javascript berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"komunikasi, python, postgresql, git, javascript",not specified,other,"komunikasi, python, postgresql, git, javascript",not specified,not specified
91,226560f6-81d8-4d48-969e-ebaa64644088,Velicia Saputra,sales executive,curriculum vitae ringkas nama velicia saputra kontak veliciasaputraemailcom riwayat pendidikan universitas telkom kelulusan 2022 pengalaman profesional sale executive pt lancar creative tbk deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi leadership agile komunikasi negosiasi berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"leadership, agile, komunikasi, negosiasi",not specified,other,"leadership, agile, komunikasi, negosiasi",not specified,terapkan meliputi leadership agile komunikasi negosiasi berkomitmen
92,d5a9f1ca-d171-493f-8be9-79a66beca55e,Taufik Utomo,staf marketing,curriculum vitae ringkas nama taufik utomo kontak taufikutomoemailcom riwayat pendidikan universitas indonesia ui kelulusan 2024 pengalaman profesional staf marketing pt solusi creative tbk deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi kreativitas prototyping adobe illustrator figma user research berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"kreativitas, prototyping, adobe illustrator, figma, user research",not specified,other,"kreativitas, prototyping, adobe illustrator, figma, user research",not specified,not specified
93,e4590588-d1d5-4f01-9366-43ba4c1499ed,Anita Nasution,asisten peneliti,curriculum vitae ringkas nama anita nasution kontak anitanasutionemailcom riwayat pendidikan universitas gadjah mada ugm kelulusan 2023 pengalaman profesional asisten peneliti pt medium sistem deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi python data visualization problem solving sql berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"python, data visualization, problem solving, sql",curriculum vitae ringkas nama anita nasution kontak anitanasutionemailcom riwayat pendidikan | ringkas nama anita nasution kontak anitanasutionemailcom riwayat pendidikan universitas gadjah mada,other,"python, data visualization, problem solving, sql",not specified,not specified
94,c07be5de-a98e-4d0f-8495-d39491547c7c,Mega Gunawan,statistisi junior,curriculum vitae ringkas nama mega gunawan kontak megagunawanemailcom riwayat pendidikan institut teknologi sepuluh nopember kelulusan 2022 pengalaman profesional statistisi junior pt solusi sistem deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi sql tableau excel python berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"sql, tableau, excel, python",not specified,other,"sql, tableau, excel, python",not specified,profesional statistisi junior pt solusi sistem deskripsi
95,f1478485-7ff5-43c1-90b7-b3d5e354b55b,Taufik Ramadhan,social media specialist,curriculum vitae ringkas nama taufik ramadhan kontak taufikramadhanemailcom riwayat pendidikan institut teknologi bandung itb kelulusan 2026 pengalaman profesional social medium specialist pt buana digital indonesia deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi figma user research kreativitas berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"figma, user research, kreativitas",not specified,other,"figma, user research, kreativitas",not specified,social medium specialist pt buana digital indonesia
96,f61a8eba-f00b-49aa-919b-e8e4fbbbb4f2,Rizky Putra,staf marketing,curriculum vitae ringkas nama rizky putra kontak rizkyputraemailcom riwayat pendidikan universitas telkom kelulusan 2026 pengalaman profesional staf marketing pt sinergi data tbk deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi kreativitas adobe illustrator uiux berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"kreativitas, adobe illustrator, ui ux",not specified,other,"kreativitas, adobe illustrator, ui ux",not specified,not specified
97,6d62c86e-c61d-413b-9f02-9dd850052b17,Agus Kurniawan,social media specialist,curriculum vitae ringkas nama agus kurniawan kontak aguskurniawanemailcom riwayat pendidikan universitas gadjah mada ugm kelulusan 2022 pengalaman profesional social medium specialist pt solusi hub deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi kreativitas uiux prototyping adobe illustrator berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"kreativitas, ui ux, prototyping, adobe illustrator",not specified,other,"kreativitas, ui ux, prototyping, adobe illustrator",not specified,social medium specialist pt solusi hub deskripsi
98,b6150a4f-45dd-4b3e-aa23-2f3c4b1a7782,Velicia Gunawan,business development intern,curriculum vitae ringkas nama velicia gunawan kontak veliciagunawanemailcom riwayat pendidikan universitas airlangga kelulusan 2024 pengalaman profesional business development intern pt inti data deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi agile leadership komunikasi berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"agile, leadership, komunikasi",not specified,business,"agile, leadership, komunikasi",not specified,business development intern pt inti data deskripsi | meliputi agile leadership komunikasi berkomitmen penuh akselerasi
99,f46772a2-4b45-4341-898b-7330a17f28c1,Andi Kurniawan,content creator,curriculum vitae ringkas nama andi kurniawan kontak andikurniawanemailcom riwayat pendidikan universitas indonesia ui kelulusan 2024 pengalaman profesional content creator pt inovasi sistem deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi user research prototyping figma adobe illustrator berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"user research, prototyping, figma, adobe illustrator",not specified,other,"user research, prototyping, figma, adobe illustrator",not specified,not specified
100,42495e7d-ec6c-49c6-8de4-cf9e2a767472,Orell Nugroho,ui designer magang,curriculum vitae ringkas nama orell nugroho kontak orellnugrohoemailcom riwayat pendidikan universitas airlangga kelulusan 2026 pengalaman profesional ui designer magang pt artha sistem deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi kreativitas adobe illustrator uiux figma berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"kreativitas, adobe illustrator, ui ux, figma",not specified,other,"kreativitas, adobe illustrator, ui ux, figma",not specified,not specified
101,2e0f433e-ab12-4816-be2b-d512b5586d10,Rizky Siregar,ui designer magang,curriculum vitae ringkas nama rizky siregar kontak rizkysiregaremailcom riwayat pendidikan institut teknologi bandung itb kelulusan 2023 pengalaman profesional ui designer magang pt nusantara digital indonesia deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi kreativitas prototyping adobe illustrator user research figma berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"kreativitas, prototyping, adobe illustrator, user research, figma",not specified,other,"kreativitas, prototyping, adobe illustrator, user research, figma",not specified,not specified
102,b7060a87-9934-40fe-aa5e-890fd1dcd45a,Mega Hidayat,asisten peneliti,curriculum vitae ringkas nama mega hidayat kontak megahidayatemailcom riwayat pendidikan universitas indonesia ui kelulusan 2022 pengalaman profesional asisten peneliti pt maju teknologi tbk deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi tableau excel data visualization berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"tableau, excel, data visualization",not specified,other,"tableau, excel, data visualization",not specified,not specified
103,068ab0d4-f8a3-4d93-80af-b2ccfd0473cf,Siti Nugroho,staf administrasi data,curriculum vitae ringkas nama siti nugroho kontak sitinugrohoemailcom riwayat pendidikan binus university kelulusan 2022 pengalaman profesional staf administrasi data pt pratama software deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi sql python statistika excel problem solving berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"sql, python, statistika, excel, problem solving",kontak sitinugrohoemailcom riwayat pendidikan binus university kelulusan 2022 pengalaman profesional staf,other,"sql, python, statistika, excel, problem solving",not specified,not specified
104,d8a88785-4e18-4920-87fa-cdc5518ca30d,Albi Sitorus,statistisi junior,curriculum vitae ringkas nama albi sitorus kontak albisitorusemailcom riwayat pendidikan institut teknologi sepuluh nopember kelulusan 2021 pengalaman profesional statistisi junior pt sentosa teknologi tbk deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi python tableau data visualization statistika berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"python, tableau, data visualization, statistika",not specified,other,"python, tableau, data visualization, statistika",not specified,profesional statistisi junior pt sentosa teknologi tbk
105,c14ca39d-1f1c-4c7c-a4cf-3d72927e8f4e,Eko Putra,ui designer magang,curriculum vitae ringkas nama eko putra kontak ekoputraemailcom riwayat pendidikan binus university kelulusan 2023 pengalaman profesional ui designer magang pt inovasi software deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi kreativitas adobe illustrator prototyping user research berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"kreativitas, adobe illustrator, prototyping, user research",kontak ekoputraemailcom riwayat pendidikan binus university kelulusan 2023 pengalaman profesional ui,other,"kreativitas, adobe illustrator, prototyping, user research",not specified,not specified
106,624773ec-d56d-41eb-98d2-332b4e96dc44,Orell Wijaya,project administrator,curriculum vitae ringkas nama orell wijaya kontak orellwijayaemailcom riwayat pendidikan binus university kelulusan 2026 pengalaman profesional project administrator pt inovasi creative deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi komunikasi leadership negosiasi microsoft office agile berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"komunikasi, leadership, negosiasi, microsoft office, agile",kontak orellwijayaemailcom riwayat pendidikan binus university kelulusan 2026 pengalaman profesional project,other,"komunikasi, leadership, negosiasi, microsoft office, agile",pengalaman profesional project administrator pt inovasi creative deskripsi kompetensi memiliki,meliputi komunikasi leadership negosiasi microsoft office agile
107,060ac67b-3f42-4626-9e3b-d78ce30e5789,Fajar Gunawan,web developer magang,curriculum vitae ringkas nama fajar gunawan kontak fajargunawanemailcom riwayat pendidikan universitas gadjah mada ugm kelulusan 2023 pengalaman profesional web developer magang pt citra digital indonesia tbk deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi htmlcss postgresql git berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"html css, postgresql, git",not specified,other,"html css, postgresql, git",not specified,profesional web developer magang pt citra digital
108,1dc81480-6b90-41a5-8a77-70de729b6952,Mega Susanto,technical writer,curriculum vitae ringkas nama mega susanto kontak megasusantoemailcom riwayat pendidikan universitas airlangga kelulusan 2026 pengalaman profesional technical writer pt utama digital indonesia tbk deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi javascript postgresql problem solving git python berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"javascript, postgresql, problem solving, git, python",not specified,other,"javascript, postgresql, problem solving, git, python",not specified,not specified
109,3e5688f3-2264-49e6-94b1-82b1564efacc,Budi Gunawan,sales executive,curriculum vitae ringkas nama budi gunawan kontak budigunawanemailcom riwayat pendidikan binus university kelulusan 2021 pengalaman profesional sale executive pt citra cloud deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi agile manajemen microsoft office berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"agile, manajemen waktu, microsoft office",kontak budigunawanemailcom riwayat pendidikan binus university kelulusan 2021 pengalaman profesional sale,other,"agile, manajemen waktu, microsoft office",not specified,not specified
110,7759a0c5-83d7-409a-b7f5-dc525e870438,Aditya Setiawan,staf administrasi data,curriculum vitae ringkas nama aditya setiawan kontak adityasetiawanemailcom riwayat pendidikan institut teknologi bandung itb kelulusan 2026 pengalaman profesional staf administrasi data pt inti analitika deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi excel tableau data visualization python statistika berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"excel, tableau, data visualization, python, statistika",not specified,other,"excel, tableau, data visualization, python, statistika",not specified,not specified
111,1ef1276d-68e8-4d65-9f85-7bc419c52928,Rina Putra,asisten laboratorium komputer,curriculum vitae ringkas nama rina putra kontak rinaputraemailcom riwayat pendidikan universitas indonesia ui kelulusan 2024 pengalaman profesional asisten laboratorium komputer pt global software deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi problem solving javascript python komunikasi htmlcss berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"problem solving, javascript, python, komunikasi, html css",not specified,other,"problem solving, javascript, python, komunikasi, html css",not specified,not specified
112,f6c48795-5a90-4502-8308-a196c91635b4,Yanto Putra,statistisi junior,curriculum vitae ringkas nama yanto putra kontak yantoputraemailcom riwayat pendidikan universitas gadjah mada ugm kelulusan 2023 pengalaman profesional statistisi junior pt sentosa software deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi statistika problem solving tableau python berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"statistika, problem solving, tableau, python",not specified,other,"statistika, problem solving, tableau, python",not specified,profesional statistisi junior pt sentosa software deskripsi
113,8989e4f3-e616-45c5-ba2c-21044ed66afe,Hendra Sari,staf administrasi data,curriculum vitae ringkas nama hendra sari kontak hendrasariemailcom riwayat pendidikan universitas airlangga kelulusan 2025 pengalaman profesional staf administrasi data pt sentosa system deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi tableau statistika python data visualization berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"tableau, statistika, python, data visualization",not specified,other,"tableau, statistika, python, data visualization",pt sentosa system deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis,not specified
114,f9bbbca1-11e3-41c9-9bae-630641ed7b14,Orell Prabowo,sales executive,curriculum vitae ringkas nama orell prabowo kontak orellprabowoemailcom riwayat pendidikan universitas padjadjaran kelulusan 2023 pengalaman profesional sale executive pt global creative tbk deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi microsoft office agile komunikasi manajemen leadership berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"microsoft office, agile, komunikasi, manajemen waktu, leadership",not specified,other,"microsoft office, agile, komunikasi, manajemen waktu, leadership",not specified,komunikasi manajemen leadership berkomitmen penuh akselerasi karir
115,1ee9ddad-be25-4378-8ddd-196c5dffc04a,Rian Utomo,content creator,curriculum vitae ringkas nama rian utomo kontak rianutomoemailcom riwayat pendidikan universitas airlangga kelulusan 2021 pengalaman profesional content creator pt digital system deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi figma adobe illustrator uiux kreativitas prototyping berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"figma, adobe illustrator, ui ux, kreativitas, prototyping",not specified,other,"figma, adobe illustrator, ui ux, kreativitas, prototyping",pt digital system deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis,not specified
116,80fd78ca-1e37-4e7b-b26c-38e6cc4c28df,Eko Saputra,it support,curriculum vitae ringkas nama eko saputra kontak ekosaputraemailcom riwayat pendidikan institut teknologi bandung itb kelulusan 2026 pengalaman profesional support pt artha cloud tbk deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi postgresql git komunikasi problem solving berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"postgresql, git, komunikasi, problem solving",not specified,other,"postgresql, git, komunikasi, problem solving",not specified,not specified
117,f4095c69-362c-4aa2-be83-667dd2592aeb,Aditya Susanto,technical writer,curriculum vitae ringkas nama aditya susanto kontak adityasusantoemailcom riwayat pendidikan universitas indonesia ui kelulusan 2026 pengalaman profesional technical writer pt lancar cloud tbk deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi problem solving htmlcss komunikasi javascript git berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"problem solving, html css, komunikasi, javascript, git",not specified,other,"problem solving, html css, komunikasi, javascript, git",not specified,not specified
118,881b53f0-0629-496f-8234-c10c3853383f,Andi Lestari,business development intern,curriculum vitae ringkas nama andi lestari kontak andilestariemailcom riwayat pendidikan universitas padjadjaran kelulusan 2022 pengalaman profesional business development intern pt sinergi data deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi leadership negosiasi komunikasi microsoft office berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"leadership, negosiasi, komunikasi, microsoft office",not specified,business,"leadership, negosiasi, komunikasi, microsoft office",not specified,business development intern pt sinergi data deskripsi | terapkan meliputi leadership negosiasi komunikasi microsoft office
119,c9ad92d6-1eb6-4f52-b171-dfc611a299a6,Hendra Nasution,sales executive,curriculum vitae ringkas nama hendra nasution kontak hendranasutionemailcom riwayat pendidikan universitas padjadjaran kelulusan 2025 pengalaman profesional sale executive pt global creative deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi komunikasi negosiasi agile manajemen berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"komunikasi, negosiasi, agile, manajemen waktu",not specified,other,"komunikasi, negosiasi, agile, manajemen waktu",not specified,not specified
120,3fe7626c-0eac-495a-a0eb-467eeb77dcec,Sri Nugroho,social media specialist,curriculum vitae ringkas nama sri nugroho kontak srinugrohoemailcom riwayat pendidikan universitas telkom kelulusan 2021 pengalaman profesional social medium specialist pt medium sistem deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi uiux figma kreativitas berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"ui ux, figma, kreativitas",not specified,other,"ui ux, figma, kreativitas",not specified,social medium specialist pt medium sistem deskripsi
121,b9cd651e-68d9-4d70-adaa-6ff42b663a69,Eko Setiawan,business development intern,curriculum vitae ringkas nama eko setiawan kontak ekosetiawanemailcom riwayat pendidikan universitas padjadjaran kelulusan 2024 pengalaman profesional business development intern pt solusi sistem deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi komunikasi agile manajemen leadership negosiasi berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"komunikasi, agile, manajemen waktu, leadership, negosiasi",not specified,business,"komunikasi, agile, manajemen waktu, leadership, negosiasi",not specified,business development intern pt solusi sistem deskripsi | agile manajemen leadership negosiasi berkomitmen penuh akselerasi
122,6f17795e-1879-43a3-b969-9d7b6714e378,Sri Putri,ui designer magang,curriculum vitae ringkas nama sri putri kontak sriputriemailcom riwayat pendidikan universitas airlangga kelulusan 2026 pengalaman profesional ui designer magang pt tekno hub tbk deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi prototyping figma adobe illustrator kreativitas berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"prototyping, figma, adobe illustrator, kreativitas",not specified,other,"prototyping, figma, adobe illustrator, kreativitas",not specified,not specified
123,487c1d73-87cc-40fd-963b-ef9af62979fe,Dewi Lestari,graphic designer,curriculum vitae ringkas nama dewi lestari kontak dewilestariemailcom riwayat pendidikan universitas airlangga kelulusan 2023 pengalaman profesional graphic designer pt medium data deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi figma uiux user research kreativitas adobe illustrator berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"figma, ui ux, user research, kreativitas, adobe illustrator",not specified,other,"figma, ui ux, user research, kreativitas, adobe illustrator",not specified,not specified
124,aa7a41fc-5618-47e3-8978-bc0324dd861a,Taufik Lestari,business development intern,curriculum vitae ringkas nama taufik lestari kontak taufiklestariemailcom riwayat pendidikan universitas telkom kelulusan 2023 pengalaman profesional business development intern pt sentosa analitika deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi agile microsoft office leadership berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"agile, microsoft office, leadership",not specified,business,"agile, microsoft office, leadership",not specified,business development intern pt sentosa analitika deskripsi | microsoft office leadership berkomitmen penuh akselerasi karir
125,a932199c-9659-4e98-b814-2b3bcc5c7156,Sri Kurniawan,content creator,curriculum vitae ringkas nama sri kurniawan kontak srikurniawanemailcom riwayat pendidikan binus university kelulusan 2026 pengalaman profesional content creator pt buana system deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi kreativitas adobe illustrator figma user research prototyping berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"kreativitas, adobe illustrator, figma, user research, prototyping",kontak srikurniawanemailcom riwayat pendidikan binus university kelulusan 2026 pengalaman profesional content,other,"kreativitas, adobe illustrator, figma, user research, prototyping",pt buana system deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis,not specified
126,2a152aab-4d26-4dcc-a918-a6d0e93cf30a,Ahmad Nasution,content creator,curriculum vitae ringkas nama ahmad nasution kontak ahmadnasutionemailcom riwayat pendidikan universitas padjadjaran kelulusan 2024 pengalaman profesional content creator pt digital software tbk deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi uiux user research figma adobe illustrator berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"ui ux, user research, figma, adobe illustrator",not specified,other,"ui ux, user research, figma, adobe illustrator",not specified,not specified
127,39bbd3d4-2cdb-4495-ad25-b3cd59451e10,Anita Hidayat,technical writer,curriculum vitae ringkas nama anita hidayat kontak anitahidayatemailcom riwayat pendidikan universitas telkom kelulusan 2026 pengalaman profesional technical writer pt global creative deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi git htmlcss python problem solving berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"git, html css, python, problem solving",curriculum vitae ringkas nama anita hidayat kontak anitahidayatemailcom riwayat pendidikan | ringkas nama anita hidayat kontak anitahidayatemailcom riwayat pendidikan universitas telkom kelulusan,other,"git, html css, python, problem solving",not specified,not specified
128,2a143056-02da-49c2-8166-70549abb9834,Anita Utomo,junior programmer,curriculum vitae ringkas nama anita utomo kontak anitautomoemailcom riwayat pendidikan universitas padjadjaran kelulusan 2024 pengalaman profesional junior programmer pt utama system tbk deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas analitis teknis keahlian utama miliki terapkan meliputi problem solving javascript git htmlcss python berkomitmen penuh akselerasi karir transisi kompetensi industri digital ekosistem teknologi,"problem solving, javascript, git, html css, python",curriculum vitae ringkas nama anita utomo kontak anitautomoemailcom riwayat pendidikan | ringkas nama anita utomo kontak anitautomoemailcom riwayat pendidikan universitas padjadjaran kelulusan,other,"problem solving, javascript, git, html css, python",pt utama system tbk deskripsi kompetensi memiliki dedikasi menyelesaikan tugastugas,pengalaman profesional junior programmer pt utama system
